X,Y,OBJECTID,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,BSTP_LON,BSTP_LAT
-77.0727583080284,38.9320057903891,7019,1302274,1002100,21779,PRS,1901/01/01 05:00:00+00,REV,WOODLEY RD NW,WISCONSIN AVE NW,188,NEA,LIMITED EXPRESS STOP,WISCONSIN AVE NW + WOODLEY RD NW,,KFH,2008/08/05 04:00:00+00,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,Y,U,5,N,Y,N,NON,UNK,4.19999980926514,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.072756,38.931998
-77.2573723559694,38.7586227487651,7020,1300002,5000035,193,PRS,1978/09/25 04:00:00+00,REV,HANKS PL,ARLEY DR,285,FAR,@ FIRE HYDRANT,ARLEY DR + HANKS PL,,KFH,2012/04/13 04:00:00+00,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,4,N,Y,N,NON,NON,6,N,N,Y,E,N,N,N,E,N,N,N,YUN,,N,N,N,N,U,U,U,U,-77.25737,38.758615
-76.858426242153,38.9572138053943,7021,1311340,3001698,8755,PRS,1978/12/03 05:00:00+00,REV,ALCONA ST,WHITFIELD CHAPEL RD,190,NEA,UNKNOWN,WHITFIELD CHAPEL RD + ALCONA ST,,KFH,2006/10/24 04:00:00+00,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,U,N,Y,N,U,Y,Y,Y,Y,NSG,,N,N,U,N,U,U,U,U,-76.858424,38.957206
-76.8272952245237,38.9055987966834,7022,1310345,3004029,17322,PRS,2000/02/25 05:00:00+00,UNK,LAKE ARBOR WAY,CAMPUS WAY N,160,FAR,130' S OF -,CAMPUS WAY N + LAKE ARBOR WAY,,KFH,2006/09/06 04:00:00+00,,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,7.90000009536743,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-76.827293,38.905591
-76.896067256387,38.9663558026229,7023,1311137,3001888,9181,PRS,1978/12/03 05:00:00+00,REV,1ST ST,AUBURN AVE,198,NEA,UNKNOWN,AUBURN AVE + 1ST ST,,KFH,2006/10/03 04:00:00+00,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,10.1000003814697,Y,Y,Y,Y,N,N,N,N,Y,N,N,YUN,,U,N,U,N,U,U,U,U,-76.896065,38.966348
-76.9503732674478,38.8651427862792,7024,1311742,1003739,15087,PRS,2011/08/22 04:00:00+00,UNK,FORT DAVIS ST SE,PENNSYLVANIA AVE SE,135,NEA,UNKNOWN,PENNSYLVANIA AVE SE + FORT DAVIS ST SE,,UNK,1900/01/01 05:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.950371,38.865135
-77.1991133475134,38.9093587772001,7025,1306076,5001995,14179,PRS,1901/01/01 05:00:00+00,REV,CHERRI DR,GRIFFITH RD,157,NEA,UNKNOWN,GRIFFITH RD + CHERRI DR,,KFH,2012/04/09 04:00:00+00,0,UNK,NAPP,N,N,N,N,<58,CON,NON,Y,N,E,3,N,Y,Y,NON,NON,5.09999990463257,N,N,Y,E,N,N,N,E,N,N,N,YUN,,N,N,N,N,U,U,U,U,-77.199111,38.909351
-77.2006603510893,38.9125107786662,7026,1306074,5001993,14177,PRS,1901/01/01 05:00:00+00,UNK,BURFOOT ST,GRIFFITH RD,159,UNK,UNKNOWN,GRIFFITH RD + BURFOOT ST,,KFH,2012/03/28 04:00:00+00,0,UNK,NAPP,N,N,N,N,<58,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,4.90000009536743,N,N,N,E,N,N,N,E,N,N,N,YUN,,N,N,N,N,U,U,U,U,-77.200658,38.912503
-76.9939112779107,38.8438297754626,7027,1309634,1000151,2445,PRS,1950/12/03 05:00:00+00,REV,9TH ST SE,ALABAMA AVE SE,257,FAR,UNKNOWN,ALABAMA AVE SE + 9TH ST SE,,KFH,2006/04/20 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,5.69999980926514,Y,N,Y,Y,N,N,Y,Y,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.993909,38.843822
-76.9957842819861,38.8435347774156,7028,1309632,1000147,2431,PRS,1901/01/01 05:00:00+00,REV,7TH ST SE,ALABAMA AVE SE,260,NEA,UNKNOWN,ALABAMA AVE SE + 7TH ST SE,,KFH,2006/04/19 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,Y,U,4,N,Y,N,NON,UNK,3.29999995231628,Y,N,Y,N,Y,N,Y,U,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-76.995782,38.843527
-76.9081382494775,38.8388227807965,7029,1304053,3000627,2247,PRS,1975/04/01 04:00:00+00,REV,ROCK QUARRY TER,SUITLAND RD,297,NEA,60' E OF -,SUITLAND RD + ROCK QUARRY TER,,KFH,2006/09/28 04:00:00+00,1,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,N,E,5,N,Y,N,NON,UNK,3.59999990463257,N,N,Y,N,N,N,N,U,N,N,N,NSG,,N,N,U,N,U,U,U,U,-76.908136,38.838815
-77.0486782969389,38.9027107879797,7030,1307499,1001246,6061,PRS,1901/01/01 05:00:00+00,REV,22ND ST NW,K ST NW,272,NEA,UNKNOWN,K ST NW + 22ND ST NW,,KFH,2006/07/13 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,BRK,NON,Y,N,E,8,Y,Y,N,NON,UNK,3.40000009536743,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,N,U,Y,U,U,U,U,-77.048676,38.902703
-77.0463453028834,38.9023707884948,7031,1307497,1001216,6025,PRS,1978/05/16 04:00:00+00,REV,21ST ST NW,K ST NW,92,FAR,UNKNOWN,K ST NW + 21ST ST NW,,KFH,2009/07/01 04:00:00+00,1,INS,UNKW,N,N,Y,N,58O,CON,SHL,Y,N,E,6,N,Y,N,NON,UNK,7.59999990463257,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,Y,N,U,N,U,U,U,U,-77.046343,38.902363
-77.0352632902519,38.9026187857632,7032,1307495,1001244,20491,PRS,1972/02/15 05:00:00+00,REV,15TH ST NW,K ST NW,271,FAR,UNKNOWN,K ST NW + 15TH ST NW,,KFH,2006/10/14 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,<58,BRK,NON,Y,N,E,5,Y,Y,N,NON,UNK,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,Y,U,N,U,U,U,U,-77.035261,38.902611
-77.0952813095773,38.9163617847949,7033,1304278,1001654,6847,PRS,1901/01/01 05:00:00+00,UNK,OUR LADY OF VICTORY CHURCH,MACARTHUR BLVD NW,322,NEA,300' E OF -,MACARTHUR BLVD NW + OUR LADY OF VICTORY CHURCH,,KFH,2006/05/11 04:00:00+00,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UPV,,N,N,U,N,N,N,U,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-77.095279,38.916354
-76.8091602187603,38.9019987978251,7034,1310426,3001091,5981,PRS,1993/08/12 04:00:00+00,REV,CONGRESSIONAL CT,LAKE ARBOR WAY,296,NEA,"ADJ UTILITY BOX; E OF DRWY",LAKE ARBOR WAY + CONGRESSIONAL CT,,WSV,2017/01/18 20:23:10+00,0,EXM,NAPP,N,N,E,N,NON,EXM,EXM,E,N,E,4,N,E,Y,NON,NON,7.30000019073486,Y,Y,N,N,N,N,N,N,N,N,N,NPL,0,N,Y,N,N,U,N,N,U,-76.809158,38.901991
-77.026633288632,38.914566788355,7035,1307678,1001608,6761,PRS,1940/02/03 05:00:00+00,REV,11TH ST NW,VERMONT AVE NW,36,FAR,115' N OF N CURB,VERMONT AVE NW + 11TH ST NW,,KFH,2006/07/27 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,5.40000009536743,N,N,Y,N,U,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-77.026631,38.914559
-76.9833052780145,38.8934717876363,7036,1307883,1000909,5333,PRS,1969/04/21 04:00:00+00,REV,15TH ST NE,C ST NE,290,NEA,UNKNOWN,C ST NE + 15TH ST NE,,KFH,2006/07/05 04:00:00+00,1,INS,WMAT,N,Y,N,N,58O,CON,SHL,Y,N,E,3,Y,Y,N,NON,UNK,5.40000009536743,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.983303,38.893464
-76.9788052804001,38.8934647880811,7037,1307881,1000907,20522,PRS,1969/04/21 04:00:00+00,REV,18TH ST NE,C ST NE,270,NEA,UNKNOWN,C ST NE + 18TH ST NE,,KFH,2006/07/05 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,1.70000004768372,N,N,Y,N,Y,Y,Y,U,Y,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.978803,38.893457
-76.9439222614137,38.8279137770821,7038,1307036,3000530,1723,PRS,1901/01/01 05:00:00+00,REV,STAMP RD,ST BARNABAS RD,217,NEX,UNKNOWN,ST BARNABAS RD + STAMP RD,,KFH,2006/07/06 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,-76.94392,38.827906
-76.9442282634048,38.8271527709144,7039,1307035,3000527,1693,PRS,1901/01/01 05:00:00+00,REV,STAMP RD,ST BARNABAS RD,41,NEA,UNKNOWN,ST BARNABAS RD + STAMP RD,,KFH,2006/07/06 04:00:00+00,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,6,Y,Y,N,UTP,UPV,6.59999990463257,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,-76.944226,38.827145
-77.0650403036177,38.8644287758938,7040,1303397,6000260,3592,PRS,1979/02/26 05:00:00+00,REV,ARMY NAVY DR,S LYNN ST,188,FAR,500' S OF -,S LYNN ST + ARMY NAVY DR,,KFH,2007/04/02 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,,N,N,U,N,N,N,U,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-77.065038,38.864421
-76.9948752843331,38.9039547912667,7041,1311410,1001287,6140,PRS,2011/03/15 04:00:00+00,UNK,L ST NE,8TH ST NE,360,FAR,UNKNOWN,8TH ST NE + L ST NE,,UNK,1900/01/01 05:00:00+00,,UNK,UNKW,N,Y,N,N,<58,CON,TRC,Y,N,E,6,N,N,N,NON,UNK,5.69999980926514,Y,N,Y,Y,Y,Y,Y,N,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.994873,38.903947
-77.2784203695935,38.8035847541388,7042,1300138,5000420,819,PRS,1975/07/16 04:00:00+00,REV,PEPPERCORN DR,BURKE RD,155,NEA,UNKNOWN,BURKE RD + PEPPERCORN DR,,KFH,2012/05/08 04:00:00+00,1,INS,WMAT,N,Y,N,N,58O,CON,SHL,N,N,E,0,N,N,N,NON,NON,,N,N,N,E,N,N,N,E,N,N,N,NPL,150,N,Y,N,N,U,U,U,U,-77.278418,38.803577
-77.2780683657701,38.8033147607774,7043,1300137,5000411,800,PRS,1975/07/16 04:00:00+00,REV,PEPPERCORN DR,BURKE RD,332,MIX,UNKNOWN,BURKE RD + PEPPERCORN DR,,KFH,2012/05/08 04:00:00+00,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,,N,N,U,N,N,N,E,N,N,N,N,YUN,,N,N,N,N,U,U,U,U,-77.278066,38.803307
-76.872417243486,38.947154804503,7044,1301564,3002921,14717,PRS,1999/05/18 04:00:00+00,UNK,BUS BAY E,NEW CARROLLTON STATION,229,MID,UNKNOWN,NEW CARROLLTON STATION + BUS BAY E,,KFH,2006/12/12 05:00:00+00,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,,Y,Y,Y,Y,U,U,U,U,Y,N,N,NPL,,U,Y,U,Y,U,U,U,U,-76.872415,38.947147
-76.890768247835,38.9262318013752,7045,1301620,3001311,7401,PRS,1901/01/01 05:00:00+00,REV,HAWTHORNE ST,PINEBROOK AVE,34,NEA,180' SOUTH OF N END OF BRIDGE,PINEBROOK AVE + HAWTHORNE ST,,KFH,2006/08/31 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,NPL,,U,Y,U,N,U,U,U,U,-76.890766,38.926224
-77.1698523309679,38.8706167724229,7046,1310214,5004580,18581,PRS,2008/09/05 04:00:00+00,UNK,CHERRY ST,ARLINGTON BLVD,0,FAR,LOC 80' W OF ---,ARLINGTON BLVD + CHERRY ST,,KFH,2012/04/16 04:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,5,N,Y,Y,NON,NON,2.70000004768372,N,Y,N,N,N,Y,N,N,Y,Y,N,NPL,150,N,N,N,N,U,U,U,U,-77.16985,38.870609
-76.7369172068859,38.9031167980035,7047,1310205,3004090,17215,PRS,2010/03/28 04:00:00+00,UNK,ASHLEIGH STATION CT,HALL RD,134,FAX,150' E IF ---,HALL RD + ASHLEIGH STATION CT,,WSV,2017/02/03 16:03:58+00,0,EXM,NAPP,N,N,N,N,NON,EXM,EXM,E,N,E,0,E,E,E,EXM,EXM,0,E,E,E,E,N,N,N,N,N,N,N,NPL,0,N,N,N,U,U,N,N,U,-76.736915,38.903109
-76.8357872314253,38.8869727911749,7048,1310385,3000952,4867,PRS,1989/02/26 05:00:00+00,REV,CAMPUS WAY S,HARRY S TRUMAN DR,154,FAX,100' S OF -,HARRY S TRUMAN DR + CAMPUS WAY S,,WSV,2017/01/18 19:04:10+00,0,EXM,NAPP,N,N,E,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,2.09999990463257,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,NPL,0,N,N,N,N,U,N,N,U,-76.835785,38.886965
-76.8065752340548,38.994218815737,7049,1310731,3003021,14819,PRS,1989/08/21 04:00:00+00,REV,WINGATE DR,LANHAM SEVERN RD,236,NEA,60' E OF -,LANHAM SEVERN RD + WINGATE DR,,KFH,2006/11/14 05:00:00+00,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,U,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.806573,38.994211
-76.939880260538,38.88661078284,7050,1303675,1000705,4844,PRS,1901/01/01 05:00:00+00,UNK,PLUMMER ELEMENTARY SCHOOL,C ST SE,271,MID,UNKNOWN,C ST SE + PLUMMER ELEMENTARY SCHOOL,,KFH,2006/05/30 04:00:00+00,,UNK,UNKW,N,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.939878,38.886603
-76.9164602596616,38.8633257825006,7051,1303671,3003364,15199,PRS,1901/01/01 05:00:00+00,REV,RIDLEY ST,BROOKS DR,360,NEX,UNKNOWN,BROOKS DR + RIDLEY ST,,KFH,2006/07/26 04:00:00+00,1,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,SLP,1.39999997615814,N,N,Y,Y,N,N,N,N,N,N,N,NPL,,U,N,U,Y,U,U,U,U,-76.916458,38.863318
-77.3233643786306,38.7910807491582,7052,1300142,5000295,580,PRS,1979/09/04 04:00:00+00,REV,OAKLAND PARK DR,BURR OAK WAY,264,NEX,@ FOOTPATH,BURR OAK WAY + OAKLAND PARK DR,,KFH,2012/04/26 04:00:00+00,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,5.90000009536743,N,E,E,N,N,E,N,N,N,N,N,YUN,,N,N,N,N,U,U,U,U,-77.323362,38.791073
-77.2791943636312,38.8046087614271,7053,1300140,5000435,855,PRS,1974/04/29 04:00:00+00,REV,ASHBOURN DR,BURKE RD,145,FAR,@ END OF SIDEWALK,BURKE RD + ASHBOURN DR,,KFH,2012/05/03 04:00:00+00,1,FRE,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,8,Y,Y,Y,NON,NON,,N,N,N,Y,N,N,N,N,N,N,N,NPL,10,N,N,N,N,U,U,U,U,-77.279192,38.804601
-76.7315752011966,38.9689668096093,7054,1310677,3001934,9277,PRS,1975/04/04 04:00:00+00,REV,BRIERDALE LN,BUCKINGHAM DR,140,NEA,UNKNOWN,BUCKINGHAM DR + BRIERDALE LN,,KFH,2006/11/22 05:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4.59999990463257,N,N,Y,N,N,N,N,N,N,N,N,YUN,,U,N,U,N,U,U,U,U,-76.731573,38.968959
-77.2061773436498,38.8989657766787,7055,1306228,5001495,5762,PRS,1901/01/01 05:00:00+00,UNK,IDYLWOOD TOWERS WEST,PIMMIT DR,198,UNK,N OF ENTR DRWY,PIMMIT DR + IDYLWOOD TOWERS WEST,,KFH,2012/03/30 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,NON,NON,7.30000019073486,N,Y,Y,Y,N,Y,N,N,N,N,N,NSG,150,N,N,N,Y,U,U,U,U,-77.206175,38.898958
-77.1416203291521,38.9112137880293,7056,1306220,6000774,21822,PRS,1901/01/01 05:00:00+00,REV,N GEORGE MASON DR,OLD DOMINION DR,147,NEA,UNKNOWN,OLD DOMINION DR + N GEORGE MASON DR,,KFH,2007/01/08 05:00:00+00,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,U,N,N,N,N,U,N,N,N,NPL,,U,N,U,N,U,U,U,U,-77.141618,38.911206
-77.1406589362407,38.8525233085267,7057,1302859,5001016,2880,PRS,1901/01/01 05:00:00+00,REV,GLEN CARLYN DR,VISTA DR,122,FAR,UNKNOWN,VISTA DR + GLEN CARLYN DR,TMP,KFH,2012/04/25 04:00:00+00,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,Y,NON,NON,4.5,Y,Y,N,Y,Y,Y,N,Y,N,N,N,YUN,,N,N,N,N,U,U,U,U,-77.140657,38.852516
-77.1382653260235,38.851399770001,7058,1302857,5001007,2822,PRS,1901/01/01 05:00:00+00,REV,LAKE ST,VISTA DR,129,NEA,UNKNOWN,VISTA DR + LAKE ST,,KFH,2012/04/25 04:00:00+00,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,Y,NON,NON,5.19999980926514,N,N,N,N,N,N,N,N,N,N,N,NSG,50,N,N,N,N,U,U,U,U,-77.138263,38.851392
-77.0061742834609,38.7753757621531,7059,1306943,3002647,13405,PRS,1901/01/01 05:00:00+00,REV,CROSS FOXES CT,OXON HILL RD,182,FAR,12' S OF --,OXON HILL RD + CROSS FOXES CT,,KFH,2006/09/15 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,Y,N,NON,UNK,6.59999990463257,N,N,Y,N,N,Y,N,U,N,N,N,YMR,,U,N,U,N,U,U,U,U,-77.006172,38.775368
-77.0227282943351,38.9264317869662,7060,1301965,1001939,7387,PRS,1901/01/01 05:00:00+00,REV,GRESHAM PL NW,GEORGIA AVE NW,353,NEX,UNKNOWN,GEORGIA AVE NW + GRESHAM PL NW,,KFH,2006/06/08 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,BRK,NON,Y,N,E,5,Y,Y,N,NON,UNK,7.5,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,NSG,,N,Y,U,Y,U,U,U,U,-77.022726,38.926424
-77.2527033607877,38.8726957748067,7061,1302725,5001268,4033,PRS,1997/05/15 04:00:00+00,REV,ESPANA CT,LEE HWY,267,NEA,UNKNOWN,LEE HWY + ESPANA CT,,KFH,2012/04/03 04:00:00+00,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,,N,N,N,E,N,N,N,E,N,N,N,NPL,150,N,Y,N,N,U,U,U,U,-77.252701,38.872688
-77.2519193544786,38.8724917700767,7062,1302723,5001264,4022,PRS,1997/05/15 04:00:00+00,REV,MAINSTONE DR,LEE HWY,86,NEA,@ UTILITY POLE W OF -,LEE HWY + MAINSTONE DR,,KFH,2012/04/03 04:00:00+00,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,,N,N,N,N,N,N,N,N,Y,N,N,NPL,150,N,Y,N,N,U,U,U,U,-77.251917,38.872484
-76.8889252545872,38.973233808021,7063,1311176,3002021,9444,PRS,1901/01/01 05:00:00+00,REV,HARLAND ST,GOOD LUCK RD,235,NEA,75' E OF PEPCO POLE #821989,GOOD LUCK RD + HARLAND ST,,KFH,2006/10/12 04:00:00+00,,UNK,UNKW,N,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.888923,38.973226
-77.0301203031298,38.9940728009709,7064,1395068,2005464,19053,PRS,2015/09/20 04:00:00+00,REV,BUS BAY 113 (LOWER LEVEL),SILVER SPRING TRANSIT CENTER,0,ATP,,SILVER SPRING TRANSIT CENTER + BUS BAY 113 (LOWER LEVEL),TMP,UNK,1901/01/01 05:00:00+00,0,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,-9,U,U,U,UNK,UNK,-9,U,U,U,U,U,U,U,U,U,U,U,UNK,-9,U,U,Y,U,U,U,U,U,-77.030118,38.994065
-76.9652342681491,38.8171887675533,7065,1395011,3004315,18875,PRS,2015/06/21 04:00:00+00,REV,WHEELER RD,OWENS RD,95,NEA,,OWENS RD +WHEELER RD,PER,WSV,2017/02/03 16:21:39+00,0,EXM,NAPP,N,N,E,N,5X8,CON,NON,Y,N,E,4,Y,Y,Y,NON,NON,3.20000004768372,Y,N,N,N,N,N,Y,N,N,N,N,NPL,0,N,N,N,U,U,N,N,U,-76.965232,38.817181
-77.027561286446,38.8962377839731,7066,1395023,1003830,18843,PRS,2015/06/21 04:00:00+00,REV,11TH ST NW,E ST NW,270,FAR,,E ST NW +11TH ST NW,PER,WSV,2017/01/17 19:39:11+00,0,EXM,NAPP,Y,N,E,N,NON,EXM,EXM,E,N,E,14,Y,E,Y,NON,NON,1.70000004768372,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,56,N,Y,N,U,U,N,N,U,-77.027559,38.89623
-77.2027383481454,38.8659387748693,7067,1302381,5001161,3691,PRS,1901/01/01 05:00:00+00,REV,ARLINGTON BLVD,ARLINGTON BLVD,89,MID,UNKNOWN,ARLINGTON BLVD + ARLINGTON BLVD,,KFH,2012/04/12 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,2.20000004768372,N,N,N,E,N,Y,N,E,N,N,N,NPL,150,N,N,N,N,U,U,U,U,-77.202736,38.865931
-77.2345613932388,38.8656740624894,7068,1302379,5001157,18786,PRS,1985/08/27 04:00:00+00,REV,WILLIAMS DR,ARLINGTON BLVD,268,FAR,UNKNOWN,ARLINGTON BLVD + WILLIAMS DR,TMP,KFH,2012/04/02 04:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,3,N,Y,Y,NON,NON,3.5,N,Y,N,N,N,Y,N,N,Y,Y,N,NPL,150,N,N,N,N,U,U,U,U,-77.234559,38.865666
-76.8812122544796,38.9524988049346,7069,1311130,3002869,14658,PRS,1901/01/01 05:00:00+00,UNK,77TH AVE,ANNAPOLIS RD,281,MIX,UNKNOWN,ANNAPOLIS RD + GARRISON RD,,KFH,2006/09/23 04:00:00+00,,UNK,UNKW,N,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.88121,38.952491
-77.0767713123284,38.9994568083587,7070,1311881,2005495,18302,PRS,2013/05/15 04:00:00+00,UNK,JONES BRIDGE RD,CONNECTICUT AVE,5,NEA,UNKNOWN,CONNECTICUT AVE + JONES BRIDGE RD,,UNK,1900/01/01 05:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-77.076769,38.999449
-76.9790832804673,38.9027047888023,7071,1307728,1003579,16198,PRS,1901/01/01 05:00:00+00,SCH,K ST NE,17TH ST NE,181,NEA,UNKNOWN,17TH ST NE + K ST NE,,KFH,2009/07/16 04:00:00+00,,UNK,UNKW,N,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.979081,38.902697
-76.9892452732489,38.8307437735635,7072,1311404,1003688,17441,PRS,2011/02/15 05:00:00+00,UNK,9TH ST SE,SOUTHERN AVE SE,225,FAR,UNKNOWN,SOUTHERN AVE SE + 9TH ST SE,,UNK,1900/01/01 05:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.989243,38.830736
